text,label
"The restaurant in the hotel lobby is good, although it took a relatively long time for our food to be ready.",positive
We liked the rule,positive
I liked everything,positive
Everything was perfect !,positive
The exceptional welcome in French\nProximity to the airport\nA nearby bus stop provides access to the city center and the airport\nThe cleanliness and design of the room,positive
Very nice and close to the airport,positive
Excellent value for money! Nothing to say 🙂,positive
"New, comfortable apartments, close to the airport, to very clean beach.\nStaff is extremely helpful and easy to communicate with \nTasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",positive
"We had a really pleasant stay! The staff was very nice and helpful! The room was very clean, well decorated and modern, although not big. Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful. I like hotels with a family atmosphere, cozy and not big. I recommend it.",positive
the location is great and near the airport. bus stop is very close.,positive
Great stuff\nGreat Quality/price\nClean,positive
"Clean and modern with very comfortable beds, in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.",positive
great,positive
"nice location, lovely personal, renovated,",positive
"My second time here and true to say it was better than the first which was excellent..\nThe staff here are amazing beyond expectations..*****\nMaria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏\nRichard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Smile 😁\nOh yeah the food is great to and very reasonable prices ..\nEven the cleaning lady is so friendly and so nice to talk to .\nThe rooms are spacious and clean great to stay .. I even got an upgrade which is always so nice.\nThe owners are also great it's like a real caring family set up ...\nThe bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros \nI don't think I need to mention where I'll be staying next time I'm in Larnaka.. 😊\nBrilliant guys ... 🙏🙏🙏",positive
The staff were exceptional. So helpful and friendly. Went out of their way for us. The breakfast was lovely with room service too. Very clean and comfortable.,positive
"We stayed 1 week and enjoyed it very much. The rooms are lovely and new, very clean and comfortable. The mattress was to my taste. Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants. The staff are so welcoming, we felt like staying with family. We would definitely stay again on our next visit to Larnaca. Thank you so much for the great time we had with you.",positive
"I liked the rooms- they are spacious, clean, the window view is nice too. The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",positive
The owner and staff were exceptionally friendly and supportive and helped with all our wishes.  Our room had a balcony with great view of the sea and surrounding area.,positive
"A family run hotel, with extremely friendly reception and dining staff, very bright, nice seating areas inside and out. Meals well prepared and good value. Bus every 20 minutes to the centre of Larnaka.",positive
"The hotel is impressive how clean nice and comfortable it is, however what will bring me back is the staff and the owners.  Richard (the chef) is personally buying super fresh food for the restaurant.  Everything from breakfast to dinner is absolutely delicious. The owners have been super kind to me :)",positive
the beds were very comfortable,positive
I loved the mattress!!!,positive
The hotel is 5 minutes from the beach and the location is also near the lake.\nThe rooms are a good size and are laid out very well with a good size bathroom\nThe room also has a great sized balcony to take a tea/coffee and \nchill\nThere is a great restaurant inside where the food is good and not to pricey. \nThe staff are super wonderful really friendly all of them the receptionist Maria is so nice she's amazing \nKeep up the great work 👍🏼🙏,positive
"so comfortable, clean, friendly staff. perfect for overnight stay before flying from Larnaca Airport.",positive
very clean functional rooms. lovely and very helpful staff.,positive
Staff were lovely. Service was great.  The room was spotless. Great location for restaurants. Great location for a short drive to the airport.,positive
"Clean, comfortable, friendly staff. Great restaurant beneath the hotel - food excellent & reasonably priced. Very close to Mackenzy beach & Larnaca airport. We would definitely stay there again",positive
welcoming \nvalue for money \nlocation,positive
"Really clean ,  lovely caring staff. food was good too!",positive
great rooms - nice and cool,positive
It was really clean and spacious,positive
"Nice location, not far from Airport and Mackenzie beach.",positive
"Super friendly and helpful staff. A good location 5 lins away from the airport by car, 5 mins walk to the beach. Clean modern rooms, very nice breakfast.",positive
"The facilities were really good, particularly for the tariff charged. Was met with a warm welcome at reception and then again by the dining staff.",positive
"Clean and comfortable rooms, lovely owner",positive
Great location close to the airport and a short walk to the sea. Great value for money. The 2 rooms were big enough for a family of 5.,positive
Great little hotel close to airport,positive
"Near airport, nice clean room, very well kept. staff very helpful and friendly. good food",positive
"nice, renovated hotel, close to the airport and Mackenzie Beach, delicious breakfasts in the hotel restaurant, comfortable bed",positive
Very nice and clean room.,positive
Perfect place to stay for early morning / late night flights as it’s situated within 5 minutes from the airport. \nbeds are extremely comfortable and amazing hospitality from the staff.,positive
"Very clean, very comfortable room. Staff was extremely helpful. They ordered a taxi for us to get to the airport very early in the morning. We were able to enjoy a very nice, short walk to the beach where there were many restaurants available to choose from. We will definitely stay here again when we come back to Larnaca.",positive
"Close to the airport, the staff were nice and helpful.",positive
Excellent range of food offered and good service.,positive
"Comfortable location near the airport, and near the beach.\nCaring and helpful host.\nRestaurant on site\nComfortable beds, the best linen and duvets I had\n in my entire 10 day trip.\nIn room mini bar+ tea/ coffee \nClean modern bathroom.\nGood AC.",positive
The location was perfect for the airport as we were flying out to uk. The entrance to the hotel is welcoming and the bar and coffee shop chic.\nThe gentleman  in reception was very friendly and had a lovely smile. \nThe place was spotless and very comfortable. \nI would definitely recommend it and will be staying here again.\nThe fish and steak restaurant around the corner was also great value and friendly.,positive
"The place and the people are lovely, I couldn't ask for more during my stay especially with such a price.",positive
Lovely staff doing best to assist always. wonderful room.,positive
"The hotel is based on a quiet place near to the airport, beach and the Salt Lake in the city. The location is excellent, as there are lots of parking places around, as well. Regarding the rooms - very clean and cozy ones, with comfortable beds. Furthermore, there is a restaurant in the hotel with delicious food. The staff of the hotel is extremely friendly and nice.",positive
The staff is very VERY helpful and eager to assist. All went amazing!,positive
"Nice friendly staff. clean, nice room, big bathroom",positive
It is a new hotel. Everything was clean. \nWe had dinner. It was delicious and inexpensive. \nMc Kenzie Beach within walking distance.,positive
Close to the airport and clean spacious rooms.,positive
Amazing staff \nsuper clean \nmodern \ngreat location,positive
"Good food in the restaurant downstairs, friendly personnel",positive
"Super friendly staff, nice restaurant.",positive
Clean comfortable little hotel. Lovely friendly staff. Good location and easily reached from the airport.,positive
"Close to Larnaca airport. \nVery nice rooms that were very clean. \nhelpful, friendly staff.",positive
"New room, very comfortable. Nice restaurant in the same building very welcoming with nice offer. Bus stop for the airport walkable.\nFrancais parlé parfaitement",positive
"The best hotel at Mackenzie! Amazing staff, modern facility and very tasty food with a super service at the restaurant by the hotel.",positive
clean and quiet - perfect location for the airport,positive
"the staff is very nice, the room is very comfortable.",positive
"The food we had was excellent, service was excellent we will go back.",positive
"We used the hotel only for one night because it is close to the airport. but i must admit the location offers some nice places for at least a two-nights stay for sure. The nearby beach (mackenzie) is nice, long, with some cool and fancy bars. there is also the salt lake which I wished to visit but didn't have time. The Hotel itself was very nice, spacious, clean and modern. Only thing I didn't like were the blankets - too thick for this incredible hot hot hot weather.",positive
very clean and the staff was wonderful,positive
The staff were very hospitable and very helpful.,positive
"Nice modern and clean rooms. The location is excellent close to Airport, Makenzie  beach and touristic area, and bus stop going from Airport to town is few meters away. Very friendly staff.\nHighly recommended.",positive
"We only stayed for a night but we were super happy with our stay at the La Veranda Hotel. The staff was super nice, the rooms were very clean and the bathroom was spacious.",positive
"Everything was very good. Staff very polite and helpful. Rooms are clean. Breakfast was delicious. Hotel is near to the beach, airport and bus station.",positive
"Stuff in the hotel were very helpful and nice, my stay in la veranda was perfect, mackenzie beach is few minutes, airport near, best location in larnaca.",positive
"location near the airport and beach 10/10.\nfront desk are absolutely perfect 10/10\nhotel restaurant delicious! 10/10\nthe room perfect! \nnothing to say,",positive
"The room was clean and comfortable with everything I needed including a fridge and kettle. The shower was great, the air con worked well. It's in a great location for the airport and the beach. But what made La Veranda stand out was the fantastic service, they couldn't have been friendlier, kinder or more helpful and it made a massive difference for me as they were able to accommodate my specific needs, for which I was extremely grateful!",positive
Nice and simple hotel. Very convenient location close to the airport. The front desk was very friendly and helpful.,positive
Very friendly staff,positive
"The best 3 stars hotel I have been ever! Clean as hospital, super comfy, close to one of the best beaches of Larnaca region, perfectly connect by public transport with Larnaca city centre, all that with quite reasonable price.",positive
"The food was very tasty (I didn't have breakfast but ate dinner at the restaurant), staff very helpful and friendly, very nice bathroom, and the room was well equipped and also smelled very nice.",positive
"very clean and comfortable, close to the airport",positive
The guy at the reception was very kind and helpful! \nThe room and bathroom were of very good size and clean! \nOur bed was so comfortable! \nWe wanted something close to Makenzie as we had plans for the night and this place was just perfect!,positive
"The breakfast prepared by Richard was delicious and freshly prepared. As well there are many choices from Cyprus to English breakfast.\n Very friendly and the most helpful host.\nImpeccable service, very comfortable bed, pleasant and relaxing staying in Larnaca.",positive
We took the suit has we were 2 adults & 3 kids.\nthe room was clean & the bed were comfortable\nif the hotel had swimming pool it would be perfect\nthe lady in reception (Maria) was VERY helpful\ngood value for money,positive
"La veranda was lovely and clean,great friendly staff and great chef.Brilliant location for beach and bars.",positive
"Modern, clean accommodation. Good food and great staff. Richard is a star!",positive
Room was clean and the bed was comfortable \nFriendly staff and great location,positive
"Great localization, very helpful and kind personel, very clean room and bathroom, I recommend this place a lot \n12 stars :)",positive
the proximity to the airport\nnice restaurant at the hotel with a external balcony,positive
Everything. It felt like a home from home. Fantastic hotel with wonderful staff. Exceptional,positive
very convenient friendly staff near mackenzie beach,positive
"We stayed 9 nights at this beautiful little hotel and it was extraordinary. Close to the airport and also a 5 min walk from Makenzie blue flag beach. The room was super clean, everything new and cosy, the bathroom with a spacious cabin shower. The bed and pillows were very comfy. The staff was super super friendly and made everything possible for our stay to be perfect. Rich breakfast with various local food. Also we ate dinner a couple of times at the terrace and everything was very tasty. We have absolutely nothing to complain, it was a dreamy vacation and for sure we will come back. Thank you for a perfect stay!!!",positive
"the staff were so incredibly friendly. such a nice hotel with good rooms , clean, smart and comfortable. But it’s the staff who make this hotel:",positive
"Great place for a night before a flight. Very friendly staff, let us into room as soon as it was ready. Everything was super clean, modern and comfortable. Great for the price.Arranged airport taxi for 6am too.",positive
Perfect stay. \nThank you.,positive
"very close to the airport after a late flight, lovely friendly staff who checked us in quickly and beautiful, spotless room. really comfortable nights sleep in an air conditioned room after a great shower. beautiful fresh breakfast which was very reasonably priced. also stored luggage and called a taxi for us.",positive
Lovely staff. Good food.,positive
"It was exactly what we were looking for. A comfortable, nice and clean hotel near the airport. The facilities are wonderful, brand new and full equiped. We really enjoyed the dinner in the restaurant. Everything was freshmade and prepare by the cheff... nice shower and bed. Excellent value for money",positive
"I needed a place to stay near the airport for a few hours before catching my plane. it was great, comfy, air conditioned and clean. very good value for money",positive
"Fantastic location for the airport on the beach. Easy check in at 3am. Staff are great, hotel is clean and service fantastic. The breakfasts were amazing. Thank you",positive
"Clean rooms, very friendly staff and great location as it is close to the airport.",positive
The perfect hotel.,positive
This hotel was amazing. Exceptional friendly stuff and the breakfast was really delicious.,positive
"All the staff were so accommodating and friendly. This is a really well run, family establishment and couldn't have been more perfect for our stay.",positive
very clean and homely,positive
"Super clean place , excellent staff and service \nAnd on top of everything is the food , the food is SUPER EXCELLENT 🙏",positive
"We had a short stay. The staff are good and room is clean. We liked the location, near the airport and at the same time short walking distance to the beach and restaurants,\nWe had a good walk on the beach and around. The food at the restaurant is a must try, pretty delicious.",positive
"Great accomodation, clean, quiet, friendly and helpful. We ate 2 meals at the onsite small restaurant, both were delish and the service was great. Ours was a 1 night stay prior to our departure flight to be close to airport, 5 min drive to airport.",positive
"The food was excellent. Richard, the chef prepared the fish, which was the best that I ever tasted.\nAll in all the stau at the hotel was a wonderful experience!",positive
"Very nice place, just few steps from the salt lake and the McKenzie Beach (with shallow water, good for people who are not too good swimmers, a lot of cafes and bars nearby). The staff was very welcoming as well. Another plus is the electronic system for saying if you want to clean-up your room or you don't want to be disturbed.",positive
Personal was friendly.. Everything was clean. Nice place.. 👍,positive
IMMACULATELY CLEAN!!! The bedding and floors were SOO CLEAN. The staff so friendly and kind and helpful!!!,positive
all good,positive
"Sparkling clean, comfy bed, friendly staff, delicious breakfast (great freshly made croissants)",positive
"Everything was perfect, big clean rooms, warm welcoming, great staff.",positive
"Very close to the beach, very clean hotel, the Team is very friendly and the food is terrific.",positive
"The chef was very kind and friendly, also the food was delicious, especially the jasmine burger.",positive
The staff accommodated my arrival at 3 a.m. with very clear instructions. And breakfast was served until noon! The building manager/owner is exceptionally congenial. Also the manager of the kitchen.,positive
Very friendly staff.,positive
lovely,positive
"it was clean and modern, ideal for our large family",positive
"Good location, friendly people, good a/c",positive
"Everything was exactly as promised, clean and well organized. The staff were so friendly that we really felt we are at home with our relatives. The food at the restaurant was amazing. Richard as the head of Hotel's restaurant, cooks with passion and almost everything from scratch. So fresh and good looking. He makes a simple breakfast amazing and his lunch table, looks like a feast.",positive
"it is clean, beautiful and perfectly located being 5 minute walk from the beach, restaurants and cafés. \nkind service with a smile!",positive
"Very clean and new, food was 5 star! The best club sandwich ever!!",positive
"Super clean, close to the beach and great restaurants, the staff is exceptionally nice, next time we will come for more than one night!",positive
The room was very clean and ac worked well. Staff was very friendly. Definitely worth the price.,positive
Staff were very friendly. Great to come to from the airport.,positive
Welcoming owners and great location. Good value. The beach is less than 5 minutes away.,positive
it was a really nice room\nwe loved the breakfast\nvery friendly people,positive
The stuff was very friendly and helpfull. They exceeded my expectations.  Breakfast for charge same as anywhere else was enormous size and very delicious.,positive
Very friendly and helpful staff !  Beautiful hotel and very cheap 10/10 recommended,positive
"The food was very good,the chef is kind.",positive
"the room is very clean，the bed is comfortable， the facilities are new, i like this hotel",positive
Very nice,positive
"very clean room, comfy beds, very nice showers. all freshly renovated.",positive
This was only a one night stay before moving onto our holiday accommodation for the rest of the week. We arrived later than planned due to flight issues but the owner was aware as he had tracked our flight; despite being late we were offered food and drink in the bar which was most welcome. The room was clean and an adequate size with a nice balcony. Breakfast was outstanding. The staff were all friendly and welcoming - especially the restaurant owner.,positive
Its was a nice place clean and the room was nice,positive
Very good. Staff very friendly and very helpful. Very comfortable nights sleep,positive
"Excellent staff in this family driven hotel. Very helpful and pleasant people who speak perfect English and couldn't have been better -- all the way from the booking process and online dialog to putting us on a taxi to the airport! This alone is reason enough to come back :-)\nRooms and hotel in general are very clean, aircon modern and quiet, and room service is also excellent.\nPlenty of electricity outlets in the room, also by the bed, but remember the UK-adapter to use standard EU-plugs ;-)\nThe double bed, although nothing fancy, was probably the best hotel bed we've slept in ... ever!!!",positive
the Cyprus hospitality at the highest level. Feel at home in 1 minute with owners welcoming you with a big smile.\nthe location is convenient and the room had a big balcony,positive
"very friendly staff, rooms were clean and ideally situated for the airport",positive
"Beautiful property, super clean, rooms where really spacious and fresh and clean. Breakfast was amazing in a beautiful setting and the management are wonderful.",positive
"great location for bars, restaurants and beach at a very good rate for the excellent standard of accommodation",positive
"Great location with very welcoming staff, and very clean",positive
"Thank you so much for a very warm welcome and comfortable stay. The hotel manager was reachable at all times due to my flight times and further delays. I couldn't have asked for more informative and reassuring service. 5 star service!\nThe location is very nice of this hotel due to such close proximity to the beach and restaurants. \nMost importantly it is very clean! All in all, awesome!",positive
spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony; staff was very friendly and lend me an adaptor several times. \ni didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.,positive
"Very clean, comfortable and pleasant! The staff were very accommodating and kind. We will definitely come again! highly recommended!",positive
"We booked this hotel last minute and we were extremely happy with the service. They have great staff, are very welcoming and the restaurant at floor level is awesome - Richard is a great chef and his friendliness will make you want to extend your vacation for sure. We felt like we were part of their community and this is due to their opennes. The room was extremely clean and their room service makes sure to keep it this way, All in all, the best experience we could have asked for",positive
"The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport.  The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay.  The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street.  That’s the only negative. We also had dinner there, and the food was very good and the chef  was very friendly. We’ll stay again if we travel to Larnaca in the future.",positive
"Absolutely everything was great!!!!!!!!!  Staff super kind, professional, polite and helpful. Bed was soooooooo comfortable, I didn't want to leave my room!! Also thank you for taxi, it arrived right in time!",positive
"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation.  The location allowed us to walk to the beach and restaurants.  The family that runs the hotel was incredibly friendly and very, very nice.  The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable.  We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous.   Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",positive
"Wonderful modern family run small hotel.  It’s very close to the airport which worked for us.  The rooms are spotless, the shower fantastic. The pictures are very true to life. The family were so helpful.  THANKYOU!",positive
"Very cozy, modern, clean hotel close to the airport. The staff is super friendly and attentive. The room is spacious and new. The location is super convenient, only few steps from the beach. Highly recommended!",positive
"Very modern, clean hotel\nGreat location, quiet\nLovely staff",positive
"Great accommodation, wonderful staff, delicious food, tranquility! I heartily recommend it!",positive
excellent location near airport then easy drive into larnaca. very friendly and helpful staff.,positive
"Friendly staff, delicious breakfast. Very comfortable beds. 10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.",positive
Everything was clean and cozy. We were introduced very good in everything and we felt very good there!,positive
"Clean, great attentive staff, location.\nWe booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise. The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel. We slept well in a comfy clean bed and had a terrific breakfast on the terrace before they arranged a car for us to get back to the airport to collect our hire car. Nice start to our holiday highly recommenced.",positive
room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,positive
Friendly staff.clean and comfortable beds.,positive
Booked this as it was near the airport and we arrived at 11pm and didn’t seem worth paying for one night at the 5 star we stayed at for the rest of the holiday. \nVery warm welcome and very clean and comfortable- as good a hotel as I’ve stayed at for £50 a night.,positive
it’s clean and very nice crew,positive
La Veranda Hotel is very comfortable and clean.\nThe staff is very nice 😃\nThe Breakfast is so delicious\nGreat location !! Near Mackenzie beach and very close to the center.\nI highly recommend😁,positive
"It's my second time at La Veranda and I can honestly say that this is one of the best hotels in the region, if not the best. Would definitely recommend it!",positive
"I had a wonderful experience at the La Veranda Hotel. Every staff member I encountered, from the valet to the check- in to the cleaning staff were delightful and eager to help! Thank you! Will recommend to my colleagues!",positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make my stay enjoyable. I highly recommend this hotel for anyone visiting downtown!!",positive
"The staff is always very helpful, exceptional!",positive
"The staff were wonderful, so friendly and welcoming and the food was superb. The hotel was clean and easy for the airport.",positive
"The hotel is in a residential neighborhood of apartments and is modern.  The bed linens were wonderful and the mattress was neither too hard or soft.  Breakfast is not included in the hotel cost.  However, there is small restaurant within the hotel lobby that charged $10 euros for a very nice hot breakfast (no menu - you get whatever is served).  The hotel is approx 10 minute drive from the airport and 20 minute drive from the historical area.",positive
"Very smart, modern rooms and everything you need. Family feel and very friendly. Having a family suite was a big bonus and lots of space.",positive
"This hotel is in a great location for the airport and restaurants. The owner and staff are so welcoming and helpful. Taking time to print off flight documentation, booking taxis and even when my flight was cancelled, I was able to keep my room for longer without a problem.",positive
"Very nice hotel, close to the beach, but situated in a quiet place. Helpful, friendly staff. Tasty breakfast.",positive
"La Veranda was very clean, provided everything needed (even a bottle of water in the room!), and was flexible with our schedule. The staff was excellent. There are a series of delicious and fun restaurants on the beach quite close to the hotel, which the staff of the hotel kindly told us about.",positive
Very convenient location for arriving at the airport.,positive
"Boutique hotel in the quiet area. Staff was friendly and helpful. Only few kilometers from the airport but quite distant from the city center. On the other hand - close to salt lake to have opportunity to watch flamings. Good, tasty breakfest.",positive
A nice and clean boutique hotel. Close to airport and Makenzie beach area. Taxi fare to airport around 15-18 euro.,positive
"Staff were happy to go above and beyond to help me with Covid restrictions for the airport, which was very close by. I actually had a couple of issues that would have made it hard for me to travel had it not been for the staff. The breakfast was good. The room and location were excellent value for money- I was also upgraded a room free of charge, I suspect because the hotel was quite empty. Lovely balcony view of the ocean.",positive
Friendly staff\nVery clean and cozy\nClose to the airport,positive
"Very pleasant, helpful and friendly staff.",positive
"It was my second time in the hotel and everything was just great:\nthe new and well furnished hotel with comfortable rooms;\nthe location is good, only 20 minutes away from the centre but located in a quiet area;\nroom was cleaned every day;\nthe staff is polite and helpful;\nwifi is strong all the time;\nthe hosts are very kind and smiling people;\nthe Garnish restaurant downstairs is a very warm and cosy place with tasty breakfasts every morning. Mr. Richard and Sendi are awesome, it’s such a pleasure to start a day with their smiles.\nIn short, I will definitely comeback to La Veranda Hotel, the atmosphere there makes you feel like home.\nWorth every Euro you spend.",positive
recently refurbished and very clean!,positive
"location is good you can take bus 425 from the airport to somewhere close enough to the hotel. stuff were super nice! room is spacious and clean, bed is comfy too.",positive
"I had a great experience staying at La Veranda hotel right from start till the end.\nThe staff was very welcoming and friendly, the room is just as in the pictures; newly renovated, fully functional and most importantly comfortable and clean.\nThe hotel's location is convenient. Very easy to catch public transportations, many café around and close to the center.",positive
"My stay at this hotel was a great experience and would definitely come back with my family! The staff was so helpful, friendly and welcoming. My one night stay felt like home! Great location very close to the airport, 1 minute walk to the bus station, beach and restaurants.\nThe room was very clean and spacious. The mini bar was rich and very well priced, even breakfast was presentable and tasty!\nHighly recommended!",positive
"Christmas vibes, nice ambiance. Staff make you feel at home. Quiet area. everything was perfect. definitely will come back.",positive
"Very welcoming couple, helpful, and happy to help for any situation or question.\nI managed to remote work from the room and balcony, that was pleasant.\nWould definitely come again!",positive
"What i liked most about the hotel is the room, bed sheets and toilet are super clean. Bed is very comfortable. On top of that, the hotel is less than a minute away on foot from the bus station. \nThe city is nice, a lot of restaurants, bars and shops in the area. And of course lots and lots of beach shores to relax at, one of which you can get on foot for less than 5 minutes.\nThe staff was nice, they gave me recommendations on what places to visit and how to roam around.",positive
"The modern, nice hotel, accommodation for one night before departure. The hotel arranged a taxi to the airport for 15 €",positive
Wonderful people on reception and in the restaurant :) always smiling and glad to help,positive
The management/husband and wife/were fantastic as were all the staff!,positive
"we stayed in this hotel one night prior to our departure from Cyprus - close proximity to Larnaca airport. close to Mckenzie beach with lots of restaurants for dinner, hotel allowed us to check out later prior to our flight. breakfasts were nice. very clean.",positive
"Very clean, staff very welcoming and helpful. Pet friendly hotel, highly recommended we had no extra charge for our dogs, quick response when asking about bringing them. Nice freshly decorated rooms.",positive
the place was very clean and there’s an incredibly kind and helpful staff. food was delicious and everything was very clean. the airport is very close and the beach is a five minute walk away. they were very flexible about our strange schedule.,positive
Super friendly staff. Nicely renovated and clean hotel. Quiet street with sufficient parking facilities. Fantastic value for money.,positive
it’s was exceptionally clean and staff all very friendly,positive
Perfect location to McKenzie Beach and only a 30 minute walk to the central marina. Everyone was very accommodating and welcoming. \nA nice addition to the very clean and tidy room is Netflix.,positive
"Staff were very friendly and extremely helpful. A lovely family hotel, refurbished during the main Corona period. In a quiet area 10 minutes from Larnaca airport. Only 6 minutes walk down to the beach & restaurants.",positive
"Excellent everything.  We got there early, around 10 am and they had our room ready.  The place was clean, spacious and really nice.  It was a pleasant walk to the sea but there was not much else to do close by.",positive
"I stayed in this hotel (twice) because of the location to the airport.  But, I found it be clean, modern, comfortable and great value for money.  It is a 10 minute walk to Makenzie Beach and those restaurants, but it also has a nice patio restaurant for a meal or cocktail.  The rooms are a bit small, but they have nice amenities (fridge, coffee making, AC, nice balcony) and are spotless and comfortable.  The staff is nice and it's very welcoming.",positive
"nice small hotel not far from the airport.\neverything was good. clean and fresh rooms, good hosts, and 5 min walk to the beach.",positive
This Hotel was perfect for us because we arrived late at night with the intention to get some rest before we continued our journey. It’s location was ideal for the purpose of our stay because it’s close to the Larnaca AirPort. The host of the Hotel was so kind and helpful. Always a smile on his face with great energy and amazing hospitality making sure we had a great stay. I would rate him 10/10 for sure!,positive
Clean fresh nice and peaceful \nVery welcoming,positive
The staff was super nice!\nWe needed a taxi for the airport and they've helped us book it for a really good price (better than everything we've seen online). The room was really clean and the bed was comfortable.,positive
Absolutely clean and friendly staff. Ultimate hygiene. Very clean . Very economic . Staff and owners very friendly and helpful . Location is great . Definitely a place to come again if came to larnaca,positive
"It’s definitely one of the best accommodations I’ve ever been in. Everything was just good:\nClean rooms, cleaning every day;\nGreat staff and very pleasant hosts;\nStrong wi-fi at any time;\nVery friendly and comfortable atmosphere.\nGarnish restaurant on the ground is amazing! The owner is a very kind person and creative chef. I’ll miss his breakfasts.\nIn other words, I’ll stay here my next time in Larnaca for sure.",positive
"Very good value for money, the room was nice, with a big balcony.",positive
I stay in larnaca every year but this was my first time at La Veranda and I’d 100% recommend! The owners were absolutely lovely and made sure we had everything we needed! Property was clean and modern and location was good.,positive
Extremely friendly people work at La Veranda! they helped us in any possible way. thank you!,positive
"great friendly staff, very welcoming, the owner took me personally to our room, and gave me a prime parking spot.\nhe introduced us to his daughter who was learning the trade and she was super nice and helpful.\ncouldn't have been more pleased",positive
"Great location 5 min walk to beach And amenities , staff very good and helpful, rooms were comfortable snd very clean",positive
We picked up our hire care from the airport and within 10 minutes we had arrived. A family run hotel. Exceptional staff who were so friendly and keen to please. Rooms were also exceptional in their cleanliness and although compact had everything that you might need for your stay. I rarely write reviews but this place deserves to do well. Also only 10 minutes walk from beach and loads of restaurants.,positive
"Staff and owners were very welcoming, breakfast was a typical Cypriot one, not much parking around the property which was an apartment before being converted into this hotel, the inside is excellent compared to the view from outside",positive
6 mins drive from the airport \nLovely clean room\nComfortable bed\nEasy parking \nLovely helpful staff,positive
* Very clean and comfy room with balcony\n* Simple clear contemporary decoration\n* Near the airport\n* Friendly staff.\n* Healthy breakfast.,positive
"We’ve chosen La Veranda as we had an early flight from Larnaka airport, and we enjoyed one night stay. There is a beach strip nearby with various restaurants for every taste - we walked there, had cocktails in one place, and a dinner in another. Breakfast in the hotel was great, and we were in the airport in no time at all.",positive
"The communication prior to arriving was brilliant. The staff at the hotel were friendly, polite and nothing was too much for them. Always willing to help in anyway which made our stay enjoyable. Extremely clean too.",positive
Excellent all round would come again,positive
"Excellent service, very kind and helpful staff, the room with a balcony overlooking Makenzy and Salt Lake made an amazing impression. I recommend the breakfasts, which are really delicious.",positive
"The staff were exceptionally attentive to ensuring that our stay was pleasent. Hospitality was great, highly recommend the hotel 😊",positive
Enjoyed an excellent overnight stay before heading the the airport. Loads of bars and restaurants 5 mins walk away on the beach. Really friendly and accomodating hosts.,positive
Friendly Staff. Nice room with comfortable beds and nice bathroom. Good choice for travelers in larnaca,positive
Location and staff\nThe food was amazing at the restaurant,positive
"Bright, cozy, looks like almost new hotel in silent part of town. Very helpful staff. 15 minutes drive from the airport, 15 walk to the city center, about 300 meters to the nice beach.",positive
"I stayed for a couple of nights so that I could quickly get to the airport. Cozy, clean hotel, with wonderful staff.  Can also enjoy delicious breakfast, if desired. Nice place, recommend",positive
"Richard is the chef at the hotel.  The food he creates is outstanding and delicious.  Even the simplest of food ie. chicken burger and salad was made to taste exceptional.  Whether you stay at the hotel or not you should go to their restaurant for lunch or dinner or both. It will not disappoint and you will want to keep going back.  Richard cooks from the heart.  \nOverall the hotel is well situated, the rooms are stylish and the beds very comfortable. The staff are helpful and friendly. \nThis was my first stay at the hotel and I would gladly stay again. I highly recommend it.",positive
"It was very clean, very comfortable easily a 5 star hotel. Very welcoming, 5 minute walk to the beach. The chef is incredible and very friendly, the kind of person who loves nothing more than you enjoying his food!",positive
"Excellent Hotel.Is my 5th time that i stay in this hotel and i want to say that is better than a 5star hotel.Especially,the chef of La Vernada Hotel is perfest,he made delicious breakfast,lunch and dinner and his food is better than a 5star hotel.Moreover,the price of his hotel and the prices of the food are very good and are not expensive.Absolutely fantastic hotel with an excellent chef that make this hotel perfect.\nKonstantinos Charalambous",positive
The staff was very friendly. The room was very clean and comfortable. The food was delicious. Highly recommended.,positive
